 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,State,County,Overdose_mortality
CN4606500000000,46,65,"Hughes County, SD",South Dakota,Hughes,
CN4606700000000,46,67,"Hutchinson County, SD",South Dakota,Hutchinson,
CN4606900000000,46,69,"Hyde County, SD",South Dakota,Hyde,
CN4607100000000,46,71,"Jackson County, SD",South Dakota,Jackson,
CN4607300000000,46,73,"Jerauld County, SD",South Dakota,Jerauld,
CN4607500000000,46,75,"Jones County, SD",South Dakota,Jones,
CN4607700000000,46,77,"Kingsbury County, SD",South Dakota,Kingsbury,
CN4607900000000,46,79,"Lake County, SD",South Dakota,Lake,
CN4608100000000,46,81,"Lawrence County, SD",South Dakota,Lawrence,
CN4608300000000,46,83,"Lincoln County, SD",South Dakota,Lincoln,
CN4608500000000,46,85,"Lyman County, SD",South Dakota,Lyman,
CN4608700000000,46,87,"McCook County, SD",South Dakota,McCook,
CN4608900000000,46,89,"McPherson County, SD",South Dakota,McPherson,
CN4609100000000,46,91,"Marshall County, SD",South Dakota,Marshall,
CN4609300000000,46,93,"Meade County, SD",South Dakota,Meade,
CN4609500000000,46,95,"Mellette County, SD",South Dakota,Mellette,
CN4609700000000,46,97,"Miner County, SD",South Dakota,Miner,
CN4609900000000,46,99,"Minnehaha County, SD",South Dakota,Minnehaha,10
CN4610100000000,46,101,"Moody County, SD",South Dakota,Moody,
CN4610200000000,46,102,"Oglala Lakota County, SD",South Dakota,Pennington,6
CN4610300000000,46,103,"Pennington County, SD",South Dakota,Perkins,
CN4610500000000,46,105,"Perkins County, SD",South Dakota,Potter,
CN4610700000000,46,107,"Potter County, SD",South Dakota,Roberts,
CN4610900000000,46,109,"Roberts County, SD",South Dakota,Sanborn,
CN4611100000000,46,111,"Sanborn County, SD",South Dakota,Oglala Lakota,
CN4611500000000,46,115,"Spink County, SD",South Dakota,Spink,
CN4611700000000,46,117,"Stanley County, SD",South Dakota,Stanley,
CN4611900000000,46,119,"Sully County, SD",South Dakota,Sully,
CN4612100000000,46,121,"Todd County, SD",South Dakota,Todd,
CN4612300000000,46,123,"Tripp County, SD",South Dakota,Tripp,
CN4612500000000,46,125,"Turner County, SD",South Dakota,Turner,
CN4612700000000,46,127,"Union County, SD",South Dakota,Union,
CN4612900000000,46,129,"Walworth County, SD",South Dakota,Walworth,
CN4613500000000,46,135,"Yankton County, SD",South Dakota,Yankton,
CN4613700000000,46,137,"Ziebach County, SD",South Dakota,Ziebach,
CN4700100000000,47,1,"Anderson County, TN",Tennessee,Anderson,30
CN4700300000000,47,3,"Bedford County, TN",Tennessee,Bedford,15
CN4700500000000,47,5,"Benton County, TN",Tennessee,Benton,58
CN4700700000000,47,7,"Bledsoe County, TN",Tennessee,Bledsoe,
CN4700900000000,47,9,"Blount County, TN",Tennessee,Blount,20
CN4701100000000,47,11,"Bradley County, TN",Tennessee,Bradley,21
CN4701300000000,47,13,"Campbell County, TN",Tennessee,Campbell,46
CN4701500000000,47,15,"Cannon County, TN",Tennessee,Cannon,39
CN4701700000000,47,17,"Carroll County, TN",Tennessee,Carroll,15
CN4701900000000,47,19,"Carter County, TN",Tennessee,Carter,17
CN4702100000000,47,21,"Cheatham County, TN",Tennessee,Cheatham,38
CN4702300000000,47,23,"Chester County, TN",Tennessee,Chester,
CN4702500000000,47,25,"Claiborne County, TN",Tennessee,Claiborne,34
CN4702700000000,47,27,"Clay County, TN",Tennessee,Clay,43
CN4702900000000,47,29,"Cocke County, TN",Tennessee,Cocke,25
CN4703100000000,47,31,"Coffee County, TN",Tennessee,Coffee,18
CN4703300000000,47,33,"Crockett County, TN",Tennessee,Crockett,
CN4703500000000,47,35,"Cumberland County, TN",Tennessee,Cumberland,17
CN4703700000000,47,37,"Davidson County, TN",Tennessee,Davidson,21
CN4703900000000,47,39,"Decatur County, TN",Tennessee,Decatur,
CN4704100000000,47,41,"DeKalb County, TN",Tennessee,DeKalb,35
CN4704300000000,47,43,"Dickson County, TN",Tennessee,Dickson,30
CN4704500000000,47,45,"Dyer County, TN",Tennessee,Dyer,13
CN4704700000000,47,47,"Fayette County, TN",Tennessee,Fayette,
CN4704900000000,47,49,"Fentress County, TN",Tennessee,Fentress,
CN4705100000000,47,51,"Franklin County, TN",Tennessee,Franklin,28
CN4705300000000,47,53,"Gibson County, TN",Tennessee,Gibson,12
CN4705500000000,47,55,"Giles County, TN",Tennessee,Giles,25
CN4705700000000,47,57,"Grainger County, TN",Tennessee,Grainger,16
CN4705900000000,47,59,"Greene County, TN",Tennessee,Greene,19
CN4706100000000,47,61,"Grundy County, TN",Tennessee,Grundy,35
CN4706300000000,47,63,"Hamblen County, TN",Tennessee,Hamblen,27
CN4706500000000,47,65,"Hamilton County, TN",Tennessee,Hamilton,17
CN4706700000000,47,67,"Hancock County, TN",Tennessee,Hancock,
CN4706900000000,47,69,"Hardeman County, TN",Tennessee,Hardeman,
CN4707100000000,47,71,"Hardin County, TN",Tennessee,Hardin,53
CN4707300000000,47,73,"Hawkins County, TN",Tennessee,Hawkins,27
CN4707500000000,47,75,"Haywood County, TN",Tennessee,Haywood,
CN4707700000000,47,77,"Henderson County, TN",Tennessee,Henderson,17
CN4707900000000,47,79,"Henry County, TN",Tennessee,Henry,19
CN4708100000000,47,81,"Hickman County, TN",Tennessee,Hickman,21
CN4708300000000,47,83,"Houston County, TN",Tennessee,Houston,
CN4708500000000,47,85,"Humphreys County, TN",Tennessee,Humphreys,22
CN4708700000000,47,87,"Jackson County, TN",Tennessee,Jackson,35
CN4708900000000,47,89,"Jefferson County, TN",Tennessee,Jefferson,15
CN4709100000000,47,91,"Johnson County, TN",Tennessee,Johnson,20
CN4709300000000,47,93,"Knox County, TN",Tennessee,Knox,28
CN4709500000000,47,95,"Lake County, TN",Tennessee,Lake,
CN4709700000000,47,97,"Lauderdale County, TN",Tennessee,Lauderdale,12
CN4709900000000,47,99,"Lawrence County, TN",Tennessee,Lawrence,15
CN4710100000000,47,101,"Lewis County, TN",Tennessee,Lewis,
CN4710300000000,47,103,"Lincoln County, TN",Tennessee,Lincoln,16
CN4710500000000,47,105,"Loudon County, TN",Tennessee,Loudon,22
CN4710700000000,47,107,"McMinn County, TN",Tennessee,McMinn,24
CN4710900000000,47,109,"McNairy County, TN",Tennessee,McNairy,27
CN4711100000000,47,111,"Macon County, TN",Tennessee,Macon,16
CN4711300000000,47,113,"Madison County, TN",Tennessee,Madison,9
CN4711500000000,47,115,"Marion County, TN",Tennessee,Marion,27
CN4711700000000,47,117,"Marshall County, TN",Tennessee,Marshall,24
CN4711900000000,47,119,"Maury County, TN",Tennessee,Maury,18
CN4712100000000,47,121,"Meigs County, TN",Tennessee,Meigs,
CN4712300000000,47,123,"Monroe County, TN",Tennessee,Monroe,18
CN4712500000000,47,125,"Montgomery County, TN",Tennessee,Montgomery,16
CN4712700000000,47,127,"Moore County, TN",Tennessee,Moore,
CN4712900000000,47,129,"Morgan County, TN",Tennessee,Morgan,25
CN4713100000000,47,131,"Obion County, TN",Tennessee,Obion,14
CN4713300000000,47,133,"Overton County, TN",Tennessee,Overton,20
CN4713500000000,47,135,"Perry County, TN",Tennessee,Perry,
CN4713700000000,47,137,"Pickett County, TN",Tennessee,Pickett,
CN4713900000000,47,139,"Polk County, TN",Tennessee,Polk,
CN4714100000000,47,141,"Putnam County, TN",Tennessee,Putnam,24
CN4714300000000,47,143,"Rhea County, TN",Tennessee,Rhea,17
CN4714500000000,47,145,"Roane County, TN",Tennessee,Roane,40
CN4714700000000,47,147,"Robertson County, TN",Tennessee,Robertson,18
CN4714900000000,47,149,"Rutherford County, TN",Tennessee,Rutherford,15
CN4715100000000,47,151,"Scott County, TN",Tennessee,Scott,26
CN4715300000000,47,153,"Sequatchie County, TN",Tennessee,Sequatchie,
CN4715500000000,47,155,"Sevier County, TN",Tennessee,Sevier,22
CN4715700000000,47,157,"Shelby County, TN",Tennessee,Shelby,17
CN4715900000000,47,159,"Smith County, TN",Tennessee,Smith,33
CN4716100000000,47,161,"Stewart County, TN",Tennessee,Stewart,
CN4716300000000,47,163,"Sullivan County, TN",Tennessee,Sullivan,24
CN4716500000000,47,165,"Sumner County, TN",Tennessee,Sumner,15
CN4716700000000,47,167,"Tipton County, TN",Tennessee,Tipton,18
CN4716900000000,47,169,"Trousdale County, TN",Tennessee,Trousdale,
CN4717100000000,47,171,"Unicoi County, TN",Tennessee,Unicoi,22
CN4717300000000,47,173,"Union County, TN",Tennessee,Union,33
CN4717500000000,47,175,"Van Buren County, TN",Tennessee,Van Buren,
CN4717700000000,47,177,"Warren County, TN",Tennessee,Warren,14
CN4717900000000,47,179,"Washington County, TN",Tennessee,Washington,19
CN4718100000000,47,181,"Wayne County, TN",Tennessee,Wayne,
CN4718300000000,47,183,"Weakley County, TN",Tennessee,Weakley,12
CN4718500000000,47,185,"White County, TN",Tennessee,White,20
CN4718700000000,47,187,"Williamson County, TN",Tennessee,Williamson,9
CN4718900000000,47,189,"Wilson County, TN",Tennessee,Wilson,22
CN4800100000000,48,1,"Anderson County, TX",Texas,Anderson,12
CN4800300000000,48,3,"Andrews County, TX",Texas,Andrews,
CN4800500000000,48,5,"Angelina County, TX",Texas,Angelina,8
CN4800700000000,48,7,"Aransas County, TX",Texas,Aransas,20
CN4800900000000,48,9,"Archer County, TX",Texas,Archer,
CN4801100000000,48,11,"Armstrong County, TX",Texas,Armstrong,
CN4801300000000,48,13,"Atascosa County, TX",Texas,Atascosa,
CN4801500000000,48,15,"Austin County, TX",Texas,Austin,
CN4801700000000,48,17,"Bailey County, TX",Texas,Bailey,
CN4801900000000,48,19,"Bandera County, TX",Texas,Bandera,
CN4802100000000,48,21,"Bastrop County, TX",Texas,Bastrop,11
CN4802300000000,48,23,"Baylor County, TX",Texas,Baylor,
CN4802500000000,48,25,"Bee County, TX",Texas,Bee,
CN4802700000000,48,27,"Bell County, TX",Texas,Bell,7
CN4802900000000,48,29,"Bexar County, TX",Texas,Bexar,10
CN4803100000000,48,31,"Blanco County, TX",Texas,Blanco,
CN4803300000000,48,33,"Borden County, TX",Texas,Borden,
CN4803500000000,48,35,"Bosque County, TX",Texas,Bosque,
CN4803700000000,48,37,"Bowie County, TX",Texas,Bowie,7
CN4803900000000,48,39,"Brazoria County, TX",Texas,Brazoria,8
CN4804100000000,48,41,"Brazos County, TX",Texas,Brazos,9
CN4804300000000,48,43,"Brewster County, TX",Texas,Brewster,
CN4804500000000,48,45,"Briscoe County, TX",Texas,Briscoe,
CN4804700000000,48,47,"Brooks County, TX",Texas,Brooks,
CN4804900000000,48,49,"Brown County, TX",Texas,Brown,16
CN4805100000000,48,51,"Burleson County, TX",Texas,Burleson,
CN4805300000000,48,53,"Burnet County, TX",Texas,Burnet,
CN4805500000000,48,55,"Caldwell County, TX",Texas,Caldwell,
CN4805700000000,48,57,"Calhoun County, TX",Texas,Calhoun,17
CN4805900000000,48,59,"Callahan County, TX",Texas,Callahan,
CN4806100000000,48,61,"Cameron County, TX",Texas,Cameron,3
CN4806300000000,48,63,"Camp County, TX",Texas,Camp,
CN4806500000000,48,65,"Carson County, TX",Texas,Carson,
CN4806700000000,48,67,"Cass County, TX",Texas,Cass,
CN4806900000000,48,69,"Castro County, TX",Texas,Castro,
CN4807100000000,48,71,"Chambers County, TX",Texas,Chambers,11
CN4807300000000,48,73,"Cherokee County, TX",Texas,Cherokee,9
CN4807500000000,48,75,"Childress County, TX",Texas,Childress,
CN4807700000000,48,77,"Clay County, TX",Texas,Clay,
CN4807900000000,48,79,"Cochran County, TX",Texas,Cochran,
CN4808100000000,48,81,"Coke County, TX",Texas,Coke,
CN4808300000000,48,83,"Coleman County, TX",Texas,Coleman,
CN4808500000000,48,85,"Collin County, TX",Texas,Collin,8
CN4808700000000,48,87,"Collingsworth County, TX",Texas,Collingsworth,
CN4808900000000,48,89,"Colorado County, TX",Texas,Colorado,
CN4809100000000,48,91,"Comal County, TX",Texas,Comal,8
CN4809300000000,48,93,"Comanche County, TX",Texas,Comanche,
CN4809500000000,48,95,"Concho County, TX",Texas,Concho,
CN4809700000000,48,97,"Cooke County, TX",Texas,Cooke,19
CN4809900000000,48,99,"Coryell County, TX",Texas,Coryell,7
CN4810100000000,48,101,"Cottle County, TX",Texas,Cottle,
CN4810300000000,48,103,"Crane County, TX",Texas,Crane,
CN4810500000000,48,105,"Crockett County, TX",Texas,Crockett,
CN4810700000000,48,107,"Crosby County, TX",Texas,Crosby,
CN4810900000000,48,109,"Culberson County, TX",Texas,Culberson,
CN4811100000000,48,111,"Dallam County, TX",Texas,Dallam,
CN4811300000000,48,113,"Dallas County, TX",Texas,Dallas,12
CN4811500000000,48,115,"Dawson County, TX",Texas,Dawson,
CN4811700000000,48,117,"Deaf Smith County, TX",Texas,Deaf Smith,
CN4811900000000,48,119,"Delta County, TX",Texas,Delta,
CN4812100000000,48,121,"Denton County, TX",Texas,Denton,7
CN4812300000000,48,123,"DeWitt County, TX",Texas,DeWitt,
CN4812500000000,48,125,"Dickens County, TX",Texas,Dickens,
CN4812700000000,48,127,"Dimmit County, TX",Texas,Dimmit,
CN4812900000000,48,129,"Donley County, TX",Texas,Donley,
CN4813100000000,48,131,"Duval County, TX",Texas,Duval,
CN4813300000000,48,133,"Eastland County, TX",Texas,Eastland,
CN4813500000000,48,135,"Ector County, TX",Texas,Ector,14
CN4813700000000,48,137,"Edwards County, TX",Texas,Edwards,
CN4813900000000,48,139,"Ellis County, TX",Texas,Ellis,7
CN4814100000000,48,141,"El Paso County, TX",Texas,El Paso,8
CN4814300000000,48,143,"Erath County, TX",Texas,Erath,
CN4814500000000,48,145,"Falls County, TX",Texas,Falls,
CN4814700000000,48,147,"Fannin County, TX",Texas,Fannin,12
CN4814900000000,48,149,"Fayette County, TX",Texas,Fayette,
CN4815100000000,48,151,"Fisher County, TX",Texas,Fisher,
CN4815300000000,48,153,"Floyd County, TX",Texas,Floyd,
CN4815500000000,48,155,"Foard County, TX",Texas,Foard,
CN4815700000000,48,157,"Fort Bend County, TX",Texas,Fort Bend,4
CN4815900000000,48,159,"Franklin County, TX",Texas,Franklin,
CN4816100000000,48,161,"Freestone County, TX",Texas,Freestone,
CN4816300000000,48,163,"Frio County, TX",Texas,Frio,
CN4816500000000,48,165,"Gaines County, TX",Texas,Gaines,
CN4816700000000,48,167,"Galveston County, TX",Texas,Galveston,15
CN4816900000000,48,169,"Garza County, TX",Texas,Garza,
CN4817100000000,48,171,"Gillespie County, TX",Texas,Gillespie,
CN4817300000000,48,173,"Glasscock County, TX",Texas,Glasscock,
CN4817500000000,48,175,"Goliad County, TX",Texas,Goliad,
CN4817700000000,48,177,"Gonzales County, TX",Texas,Gonzales,
CN4817900000000,48,179,"Gray County, TX",Texas,Gray,
CN4818100000000,48,181,"Grayson County, TX",Texas,Grayson,13
CN4818300000000,48,183,"Gregg County, TX",Texas,Gregg,6
CN4818500000000,48,185,"Grimes County, TX",Texas,Grimes,
CN4818700000000,48,187,"Guadalupe County, TX",Texas,Guadalupe,7
CN4818900000000,48,189,"Hale County, TX",Texas,Hale,10
CN4819100000000,48,191,"Hall County, TX",Texas,Hall,
CN4819300000000,48,193,"Hamilton County, TX",Texas,Hamilton,
CN4819500000000,48,195,"Hansford County, TX",Texas,Hansford,
CN4819700000000,48,197,"Hardeman County, TX",Texas,Hardeman,
CN4819900000000,48,199,"Hardin County, TX",Texas,Hardin,11
CN4820100000000,48,201,"Harris County, TX",Texas,Harris,10
CN4820300000000,48,203,"Harrison County, TX",Texas,Harrison,11
CN4820500000000,48,205,"Hartley County, TX",Texas,Hartley,
CN4820700000000,48,207,"Haskell County, TX",Texas,Haskell,
CN4820900000000,48,209,"Hays County, TX",Texas,Hays,6
CN4821100000000,48,211,"Hemphill County, TX",Texas,Hemphill,
CN4821300000000,48,213,"Henderson County, TX",Texas,Henderson,17
CN4821500000000,48,215,"Hidalgo County, TX",Texas,Hidalgo,3
CN4821700000000,48,217,"Hill County, TX",Texas,Hill,11
CN4821900000000,48,219,"Hockley County, TX",Texas,Hockley,
CN4822100000000,48,221,"Hood County, TX",Texas,Hood,19
CN4822300000000,48,223,"Hopkins County, TX",Texas,Hopkins,
CN4822500000000,48,225,"Houston County, TX",Texas,Houston,
CN4822700000000,48,227,"Howard County, TX",Texas,Howard,13
CN4822900000000,48,229,"Hudspeth County, TX",Texas,Hudspeth,
CN4823100000000,48,231,"Hunt County, TX",Texas,Hunt,12
CN4823300000000,48,233,"Hutchinson County, TX",Texas,Hutchinson,
CN4823500000000,48,235,"Irion County, TX",Texas,Irion,
CN4823700000000,48,237,"Jack County, TX",Texas,Jack,
CN4823900000000,48,239,"Jackson County, TX",Texas,Jackson,
CN4824100000000,48,241,"Jasper County, TX",Texas,Jasper,
CN4824300000000,48,243,"Jeff Davis County, TX",Texas,Jeff Davis,
CN4824500000000,48,245,"Jefferson County, TX",Texas,Jefferson,11
CN4824700000000,48,247,"Jim Hogg County, TX",Texas,Jim Hogg,
CN4824900000000,48,249,"Jim Wells County, TX",Texas,Jim Wells,
CN4825100000000,48,251,"Johnson County, TX",Texas,Johnson,9
CN4825300000000,48,253,"Jones County, TX",Texas,Jones,
CN4825500000000,48,255,"Karnes County, TX",Texas,Karnes,
CN4825700000000,48,257,"Kaufman County, TX",Texas,Kaufman,14
CN4825900000000,48,259,"Kendall County, TX",Texas,Kendall,
CN4826100000000,48,261,"Kenedy County, TX",Texas,Kenedy,
CN4826300000000,48,263,"Kent County, TX",Texas,Kent,
CN4826500000000,48,265,"Kerr County, TX",Texas,Kerr,11
CN4826700000000,48,267,"Kimble County, TX",Texas,Kimble,
CN4826900000000,48,269,"King County, TX",Texas,King,
CN4827100000000,48,271,"Kinney County, TX",Texas,Kinney,
CN4827300000000,48,273,"Kleberg County, TX",Texas,Kleberg,
CN4827500000000,48,275,"Knox County, TX",Texas,Knox,
CN4827700000000,48,277,"Lamar County, TX",Texas,Lamar,14
CN4827900000000,48,279,"Lamb County, TX",Texas,Lamb,
CN4828100000000,48,281,"Lampasas County, TX",Texas,Lampasas,
CN4828300000000,48,283,"La Salle County, TX",Texas,La Salle,
CN4828500000000,48,285,"Lavaca County, TX",Texas,Lavaca,
CN4828700000000,48,287,"Lee County, TX",Texas,Lee,
CN4828900000000,48,289,"Leon County, TX",Texas,Leon,
CN4829100000000,48,291,"Liberty County, TX",Texas,Liberty,14
CN4829300000000,48,293,"Limestone County, TX",Texas,Limestone,
CN4829500000000,48,295,"Lipscomb County, TX",Texas,Lipscomb,
CN4829700000000,48,297,"Live Oak County, TX",Texas,Live Oak,
CN4829900000000,48,299,"Llano County, TX",Texas,Llano,20
CN4830100000000,48,301,"Loving County, TX",Texas,Loving,
CN4830300000000,48,303,"Lubbock County, TX",Texas,Lubbock,11
CN4830500000000,48,305,"Lynn County, TX",Texas,Lynn,
CN4830700000000,48,307,"McCulloch County, TX",Texas,McCulloch,
CN4830900000000,48,309,"McLennan County, TX",Texas,McLennan,8
CN4831100000000,48,311,"McMullen County, TX",Texas,McMullen,
CN4831300000000,48,313,"Madison County, TX",Texas,Madison,
CN4831500000000,48,315,"Marion County, TX",Texas,Marion,
CN4831700000000,48,317,"Martin County, TX",Texas,Martin,
CN4831900000000,48,319,"Mason County, TX",Texas,Mason,
CN4832100000000,48,321,"Matagorda County, TX",Texas,Matagorda,11
CN4832300000000,48,323,"Maverick County, TX",Texas,Maverick,
CN4832500000000,48,325,"Medina County, TX",Texas,Medina,
CN4832700000000,48,327,"Menard County, TX",Texas,Menard,
CN4832900000000,48,329,"Midland County, TX",Texas,Midland,11
CN4833100000000,48,331,"Milam County, TX",Texas,Milam,
CN4833300000000,48,333,"Mills County, TX",Texas,Mills,
CN4833500000000,48,335,"Mitchell County, TX",Texas,Mitchell,
CN4833700000000,48,337,"Montague County, TX",Texas,Montague,
CN4833900000000,48,339,"Montgomery County, TX",Texas,Montgomery,10
CN4834100000000,48,341,"Moore County, TX",Texas,Moore,
CN4834300000000,48,343,"Morris County, TX",Texas,Morris,
CN4834500000000,48,345,"Motley County, TX",Texas,Motley,
CN4834700000000,48,347,"Nacogdoches County, TX",Texas,Nacogdoches,15
CN4834900000000,48,349,"Navarro County, TX",Texas,Navarro,8
CN4835100000000,48,351,"Newton County, TX",Texas,Newton,
CN4835300000000,48,353,"Nolan County, TX",Texas,Nolan,
CN4835500000000,48,355,"Nueces County, TX",Texas,Nueces,18
CN4835700000000,48,357,"Ochiltree County, TX",Texas,Ochiltree,
CN4835900000000,48,359,"Oldham County, TX",Texas,Oldham,
CN4836100000000,48,361,"Orange County, TX",Texas,Orange,16
CN4836300000000,48,363,"Palo Pinto County, TX",Texas,Palo Pinto,19
CN4836500000000,48,365,"Panola County, TX",Texas,Panola,
CN4836700000000,48,367,"Parker County, TX",Texas,Parker,11
CN4836900000000,48,369,"Parmer County, TX",Texas,Parmer,
CN4837100000000,48,371,"Pecos County, TX",Texas,Pecos,
CN4837300000000,48,373,"Polk County, TX",Texas,Polk,18
CN4837500000000,48,375,"Potter County, TX",Texas,Potter,16
CN4837700000000,48,377,"Presidio County, TX",Texas,Presidio,
CN4837900000000,48,379,"Rains County, TX",Texas,Rains,
CN4838100000000,48,381,"Randall County, TX",Texas,Randall,9
CN4838300000000,48,383,"Reagan County, TX",Texas,Reagan,
CN4838500000000,48,385,"Real County, TX",Texas,Real,
CN4838700000000,48,387,"Red River County, TX",Texas,Red River,
CN4838900000000,48,389,"Reeves County, TX",Texas,Reeves,26
CN4839100000000,48,391,"Refugio County, TX",Texas,Refugio,
CN4839300000000,48,393,"Roberts County, TX",Texas,Roberts,
CN4839500000000,48,395,"Robertson County, TX",Texas,Robertson,
CN4839700000000,48,397,"Rockwall County, TX",Texas,Rockwall,8
CN4839900000000,48,399,"Runnels County, TX",Texas,Runnels,
CN4840100000000,48,401,"Rusk County, TX",Texas,Rusk,6
CN4840300000000,48,403,"Sabine County, TX",Texas,Sabine,
CN4840500000000,48,405,"San Augustine County, TX",Texas,San Augustine,
CN4840700000000,48,407,"San Jacinto County, TX",Texas,San Jacinto,
CN4840900000000,48,409,"San Patricio County, TX",Texas,San Patricio,15
CN4841100000000,48,411,"San Saba County, TX",Texas,San Saba,
CN4841300000000,48,413,"Schleicher County, TX",Texas,Schleicher,
CN4841500000000,48,415,"Scurry County, TX",Texas,Scurry,
CN4841700000000,48,417,"Shackelford County, TX",Texas,Shackelford,
CN4841900000000,48,419,"Shelby County, TX",Texas,Shelby,
CN4842100000000,48,421,"Sherman County, TX",Texas,Sherman,
CN4842300000000,48,423,"Smith County, TX",Texas,Smith,10
CN4842500000000,48,425,"Somervell County, TX",Texas,Somervell,
CN4842700000000,48,427,"Starr County, TX",Texas,Starr,
CN4842900000000,48,429,"Stephens County, TX",Texas,Stephens,
CN4843100000000,48,431,"Sterling County, TX",Texas,Sterling,
CN4843300000000,48,433,"Stonewall County, TX",Texas,Stonewall,
CN4843500000000,48,435,"Sutton County, TX",Texas,Sutton,
CN4843700000000,48,437,"Swisher County, TX",Texas,Swisher,
CN4843900000000,48,439,"Tarrant County, TX",Texas,Tarrant,9
CN4844100000000,48,441,"Taylor County, TX",Texas,Taylor,12
CN4844300000000,48,443,"Terrell County, TX",Texas,Terrell,
CN4844500000000,48,445,"Terry County, TX",Texas,Terry,
CN4844700000000,48,447,"Throckmorton County, TX",Texas,Throckmorton,
CN4844900000000,48,449,"Titus County, TX",Texas,Titus,
CN4845100000000,48,451,"Tom Green County, TX",Texas,Tom Green,9
CN4845300000000,48,453,"Travis County, TX",Texas,Travis,12
CN4845500000000,48,455,"Trinity County, TX",Texas,Trinity,
CN4845700000000,48,457,"Tyler County, TX",Texas,Tyler,16
CN4845900000000,48,459,"Upshur County, TX",Texas,Upshur,
CN4846100000000,48,461,"Upton County, TX",Texas,Upton,
CN4846300000000,48,463,"Uvalde County, TX",Texas,Uvalde,
CN4846500000000,48,465,"Val Verde County, TX",Texas,Val Verde,
CN4846700000000,48,467,"Van Zandt County, TX",Texas,Van Zandt,14
CN4846900000000,48,469,"Victoria County, TX",Texas,Victoria,10
CN4847100000000,48,471,"Walker County, TX",Texas,Walker,
CN4847300000000,48,473,"Waller County, TX",Texas,Waller,9
CN4847500000000,48,475,"Ward County, TX",Texas,Ward,
CN4847700000000,48,477,"Washington County, TX",Texas,Washington,
CN4847900000000,48,479,"Webb County, TX",Texas,Webb,10
CN4848100000000,48,481,"Wharton County, TX",Texas,Wharton,
CN4848300000000,48,483,"Wheeler County, TX",Texas,Wheeler,
CN4848500000000,48,485,"Wichita County, TX",Texas,Wichita,16
CN4848700000000,48,487,"Wilbarger County, TX",Texas,Wilbarger,
CN4848900000000,48,489,"Willacy County, TX",Texas,Willacy,
CN4849100000000,48,491,"Williamson County, TX",Texas,Williamson,7
CN4849300000000,48,493,"Wilson County, TX",Texas,Wilson,8
CN4849500000000,48,495,"Winkler County, TX",Texas,Winkler,
CN4849700000000,48,497,"Wise County, TX",Texas,Wise,10
CN4849900000000,48,499,"Wood County, TX",Texas,Wood,11
CN4850100000000,48,501,"Yoakum County, TX",Texas,Yoakum,
CN4850300000000,48,503,"Young County, TX",Texas,Young,20
CN4850500000000,48,505,"Zapata County, TX",Texas,Zapata,
CN4850700000000,48,507,"Zavala County, TX",Texas,Zavala,
CN4900100000000,49,1,"Beaver County, UT",Utah,Beaver,
CN4900300000000,49,3,"Box Elder County, UT",Utah,Box Elder,19
CN4900500000000,49,5,"Cache County, UT",Utah,Cache,12
CN4900700000000,49,7,"Carbon County, UT",Utah,Carbon,53
CN4900900000000,49,9,"Daggett County, UT",Utah,Daggett,
CN4901100000000,49,11,"Davis County, UT",Utah,Davis,15
CN4901300000000,49,13,"Duchesne County, UT",Utah,Duchesne,31
CN4901500000000,49,15,"Emery County, UT",Utah,Emery,35
CN4901700000000,49,17,"Garfield County, UT",Utah,Garfield,
CN4901900000000,49,19,"Grand County, UT",Utah,Grand,
CN4902100000000,49,21,"Iron County, UT",Utah,Iron,17
CN4902300000000,49,23,"Juab County, UT",Utah,Juab,
CN4902500000000,49,25,"Kane County, UT",Utah,Kane,
CN4902700000000,49,27,"Millard County, UT",Utah,Millard,
CN4902900000000,49,29,"Morgan County, UT",Utah,Morgan,
CN4903100000000,49,31,"Piute County, UT",Utah,Piute,
CN4903300000000,49,33,"Rich County, UT",Utah,Rich,
CN4903500000000,49,35,"Salt Lake County, UT",Utah,Salt Lake,25
CN4903700000000,49,37,"San Juan County, UT",Utah,San Juan,
CN4903900000000,49,39,"Sanpete County, UT",Utah,Sanpete,21
CN4904100000000,49,41,"Sevier County, UT",Utah,Sevier,
CN4904300000000,49,43,"Summit County, UT",Utah,Summit,15
CN4904500000000,49,45,"Tooele County, UT",Utah,Tooele,31
CN4904700000000,49,47,"Uintah County, UT",Utah,Uintah,17
CN4904900000000,49,49,"Utah County, UT",Utah,Utah,16
CN4905100000000,49,51,"Wasatch County, UT",Utah,Wasatch,12
CN4905300000000,49,53,"Washington County, UT",Utah,Washington,21
CN4905500000000,49,55,"Wayne County, UT",Utah,Wayne,
CN4905700000000,49,57,"Weber County, UT",Utah,Weber,25
CN5000100000000,50,1,"Addison County, VT",Vermont,Addison,11
CN5000300000000,50,3,"Bennington County, VT",Vermont,Bennington,14
CN5000500000000,50,5,"Caledonia County, VT",Vermont,Caledonia,11
CN5000700000000,50,7,"Chittenden County, VT",Vermont,Chittenden,13
CN5000900000000,50,9,"Essex County, VT",Vermont,Essex,
CN5001100000000,50,11,"Franklin County, VT",Vermont,Franklin,20
CN5001300000000,50,13,"Grand Isle County, VT",Vermont,Grand Isle,
CN5001500000000,50,15,"Lamoille County, VT",Vermont,Lamoille,16
CN5001700000000,50,17,"Orange County, VT",Vermont,Orange,13
